loan_id,client_id,issue_date,age,gender,monthly_income,employment_type,work_experience_years,region,channel,loan_product,loan_amount,loan_term_months,interest_rate,monthly_payment,credit_score,existing_loans_count,dti_ratio,days_past_due,is_default
4661,19689,2023-06-18,36,F,45266.0,freelance,17.8,Siberia,online,consumer,150000,6,19.6,26448.0,604.0,0,47.9,30,0
4662,30084,2023-12-05,44,M,80613.0,self_employed,16.3,Moscow,online,car,1010000,48,16.7,28987.0,532.0,1,83.5,162,1
4663,41387,2023-09-18,25,M,53451.0,freelance,3.7,Moscow,online,consumer,230000,24,21.3,11853.0,542.0,1,56.6,2,0
4664,75816,2023-07-18,65,F,112492.0,employed,45.0,Moscow,online,renovation,690000,60,15.7,16670.0,786.0,1,49.6,0,0
4665,3642,2023-07-30,33,F,77869.0,employed,10.6,Moscow,partner,consumer,290000,24,19.4,14675.0,657.0,0,56.8,4,0
4666,43137,2023-10-14,21,M,18000.0,unemployed,0.3,Siberia,online,car,350000,36,18.6,12759.0,469.0,5,83.6,228,1
4667,80832,2024-11-22,29,F,68562.0,self_employed,9.6,Ural,branch,car,550000,12,14.9,49616.0,625.0,2,67.3,162,1
4668,56561,2024-04-16,27,F,47614.0,self_employed,2.2,Ural,branch,car,390000,60,15.9,9463.0,564.0,0,55.1,142,1
4669,63260,2024-04-26,19,M,118000.0,employed,0.1,Moscow,branch,consumer,300000,12,20.2,27819.0,548.0,0,39.7,5,0
4670,16438,2023-01-23,23,M,71261.0,employed,1.7,South,partner,car,700000,36,16.2,24679.0,615.0,2,67.8,11,0
4671,49442,2024-07-13,21,F,38201.0,self_employed,1.7,Siberia,online,car,350000,36,15.8,12270.0,536.0,1,75.0,161,1
4672,3994,2023-04-19,37,M,88731.0,employed,17.5,SPb,partner,consumer,440000,24,19.9,22373.0,608.0,1,52.8,0,0
4673,2813,2023-10-23,20,M,53557.0,employed,13.0,Moscow,branch,car,350000,36,14.7,12082.0,644.0,2,51.4,9,0
4674,94027,2023-01-06,37,F,93124.0,employed,11.8,Ural,online,consumer,210000,24,19.5,10637.0,623.0,0,37.0,26,0
4675,85381,2024-07-03,30,F,45614.0,employed,11.5,Ural,online,car,460000,60,15.8,11137.0,547.0,2,58.4,18,0
4676,56276,2024-11-11,37,F,71016.0,self_employed,18.0,Ural,partner,renovation,370000,36,17.5,13284.0,585.0,1,55.7,94,1
4677,42243,2023-07-22,34,M,25427.0,unemployed,0.8,Ural,online,consumer,70000,12,21.4,6531.0,590.0,0,43.9,100,1
4678,63912,2023-11-21,34,F,80697.0,self_employed,13.1,Moscow,partner,consumer,190000,60,19.1,4939.0,661.0,1,38.1,3,0
4679,61272,2023-09-01,44,F,95723.0,freelance,24.1,SPb,partner,consumer,410000,12,21.4,38255.0,563.0,0,63.7,168,1
4680,43051,2023-11-23,31,M,58355.0,self_employed,8.1,Moscow,partner,car,370000,36,14.3,12700.0,722.0,5,53.4,9,0
4681,79854,2023-02-16,33,F,58163.0,self_employed,10.6,South,branch,consumer,130000,48,20.1,3963.0,577.0,0,37.8,17,0
4682,83736,2024-08-13,61,F,117288.0,employed,41.4,Siberia,online,car,930000,48,15.7,26214.0,611.0,2,84.8,15,0
4683,66618,2024-09-13,30,F,76292.0,employed,11.9,South,branch,consumer,260000,36,17.5,9335.0,665.0,1,49.9,45,0
4684,2920,2023-01-13,39,F,84594.0,self_employed,20.4,Moscow,partner,consumer,250000,36,20.9,9406.0,578.0,1,59.7,32,0
4685,78219,2024-01-15,35,M,62153.0,employed,15.0,Ural,partner,consumer,270000,36,19.3,9938.0,592.0,2,45.1,0,0
4686,77872,2023-12-31,64,M,73386.0,freelance,38.1,Siberia,online,consumer,250000,60,19.4,6540.0,685.0,3,46.3,21,0
4687,82132,2024-08-24,21,F,73012.0,employed,0.5,Moscow,partner,renovation,500000,24,17.5,24841.0,611.0,2,64.9,23,0
4688,3093,2023-12-08,25,F,56341.0,freelance,4.7,Siberia,partner,car,520000,48,17.3,15085.0,539.0,3,81.0,112,1
4689,13905,2023-08-09,64,F,33107.0,unemployed,0.0,Ural,online,renovation,230000,36,21.4,8713.0,479.0,3,81.5,178,1
4690,25351,2023-03-14,29,M,76798.0,employed,10.5,South,online,consumer,290000,24,20.1,14774.0,607.0,2,50.9,4,0
4691,31981,2024-09-16,29,M,76890.0,employed,10.5,Moscow,online,consumer,280000,12,18.7,25764.0,616.0,2,62.6,20,0
4692,74903,2023-02-15,32,M,53842.0,self_employed,12.7,Ural,partner,consumer,130000,36,21.4,4924.0,518.0,3,53.5,134,1
4693,71821,2024-05-18,49,F,87496.0,employed,15.2,South,branch,renovation,460000,36,17.0,16400.0,621.0,0,59.4,34,0
4694,83289,2023-10-01,34,M,66680.0,employed,9.7,Siberia,partner,car,620000,36,15.8,21736.0,606.0,2,81.6,184,1
4695,85021,2024-07-08,35,F,80325.0,freelance,13.6,SPb,online,car,460000,60,13.4,10561.0,718.0,1,50.9,14,0
4696,79513,2023-07-27,39,M,45843.0,unemployed,0.3,Moscow,partner,consumer,170000,24,23.3,8929.0,464.0,1,66.8,175,1
4697,20874,2024-09-06,33,M,22160.0,freelance,12.6,South,branch,renovation,180000,36,20.8,6763.0,443.0,2,76.3,174,1
4698,51931,2023-05-04,44,M,87984.0,employed,24.9,Moscow,online,education,180000,24,14.4,8676.0,686.0,1,40.2,9,0
4699,8674,2023-01-10,30,F,63222.0,employed,8.6,South,partner,car,510000,48,13.9,13911.0,704.0,2,53.4,12,0
4700,51516,2023-11-25,60,F,112945.0,employed,40.4,SPb,online,consumer,360000,48,19.2,10802.0,675.0,3,49.5,19,0
4701,95574,2023-07-06,29,F,81830.0,employed,10.6,South,online,consumer,250000,48,18.8,7449.0,682.0,2,71.1,7,0
4702,61686,2024-06-26,34,F,84539.0,employed,15.3,Ural,partner,renovation,410000,36,17.7,14761.0,610.0,3,71.7,22,0
4703,95851,2024-10-29,28,M,69998.0,employed,7.2,South,online,consumer,200000,36,19.5,7382.0,614.0,1,45.6,20,0
4704,70212,2023-03-01,21,M,18487.0,unemployed,0.5,SPb,online,car,350000,60,17.4,8774.0,545.0,0,58.3,143,1
4705,3426,2024-03-17,25,F,55208.0,freelance,6.7,Siberia,online,car,360000,24,15.2,17489.0,637.0,2,51.7,189,1
4706,91009,2023-08-05,52,F,82785.0,self_employed,29.0,Moscow,partner,education,240000,12,17.1,21901.0,651.0,1,46.8,0,0
4707,69498,2023-01-02,35,M,28316.0,unemployed,0.5,SPb,partner,consumer,140000,60,22.2,3883.0,499.0,1,63.2,109,1
4708,30943,2024-06-19,27,F,81220.0,employed,5.1,Siberia,branch,consumer,210000,12,18.6,19313.0,614.0,0,25.7,33,0
4709,67395,2024-12-18,22,M,87099.0,employed,0.5,Moscow,partner,consumer,200000,12,19.5,18479.0,588.0,4,57.6,2,0
4710,45816,2024-12-11,29,M,45772.0,freelance,10.2,Siberia,online,renovation,450000,24,18.3,22531.0,555.0,0,59.8,165,1
4711,5138,2023-12-22,39,M,27998.0,unemployed,0.5,SPb,branch,consumer,110000,12,22.6,10327.0,479.0,1,56.7,149,1
4712,92176,2024-09-17,27,F,70681.0,self_employed,8.1,Ural,partner,renovation,480000,12,17.2,43824.0,631.0,1,55.1,10,0
4713,76945,2024-10-28,34,M,108888.0,employed,15.4,Ural,branch,consumer,340000,24,17.3,16859.0,695.0,2,39.9,0,0
4714,5017,2023-06-14,30,M,80020.0,freelance,8.9,Moscow,branch,renovation,720000,24,18.9,36259.0,632.0,2,82.0,0,0
4715,11451,2023-04-01,64,M,73714.0,employed,44.6,Moscow,branch,education,290000,36,14.4,9968.0,738.0,0,29.9,11,0
4716,63956,2023-06-16,33,M,95295.0,employed,6.9,Moscow,partner,car,1190000,36,15.9,41778.0,651.0,0,80.4,22,0
4717,94863,2023-07-26,35,M,87338.0,employed,15.2,SPb,partner,car,690000,48,15.2,19273.0,687.0,2,62.6,15,0
4718,11278,2023-10-09,29,M,22296.0,unemployed,0.6,Moscow,branch,car,350000,24,17.2,17338.0,540.0,0,64.9,232,1
4719,91480,2023-03-06,24,M,80480.0,employed,0.0,Ural,online,education,220000,36,15.8,7713.0,594.0,2,54.2,41,0
4720,44764,2024-05-30,67,F,80618.0,freelance,45.0,Siberia,branch,car,590000,36,15.0,20453.0,705.0,0,48.2,0,0
4721,2134,2023-06-06,28,M,90079.0,employed,7.8,Ural,branch,consumer,260000,12,17.6,23787.0,751.0,0,20.6,3,0
4722,63943,2023-11-02,45,M,78156.0,employed,25.5,Ural,partner,car,560000,60,15.6,13499.0,648.0,0,55.8,140,1
4723,96667,2024-01-30,27,M,33898.0,unemployed,0.1,Ural,partner,consumer,100000,12,21.3,9326.0,555.0,2,52.5,0,0
4724,55318,2023-03-15,34,F,81872.0,employed,15.0,Moscow,partner,renovation,500000,36,16.4,17677.0,675.0,1,59.8,12,0
4725,61128,2023-07-06,25,F,53027.0,self_employed,7.0,Siberia,branch,consumer,180000,36,20.4,6726.0,535.0,0,50.0,0,0
4726,89056,2024-07-27,33,M,83168.0,employed,12.9,Moscow,online,education,300000,48,14.2,8228.0,710.0,0,43.0,28,0
4727,22869,2023-12-03,32,F,101841.0,freelance,6.2,SPb,branch,renovation,780000,48,18.7,23199.0,650.0,1,75.5,226,1
4728,6039,2024-11-06,54,F,166727.0,employed,35.0,Moscow,online,consumer,510000,24,15.9,24947.0,786.0,1,41.3,0,0
4729,22281,2024-07-21,49,F,100430.0,employed,30.1,Ural,partner,consumer,340000,60,19.7,8951.0,561.0,2,58.3,0,0
4730,11442,2024-09-14,49,M,94603.0,self_employed,27.0,SPb,branch,car,740000,48,16.6,21200.0,521.0,0,70.3,153,1
4731,74788,2024-12-30,56,M,103389.0,employed,33.5,Moscow,online,consumer,360000,24,18.0,17973.0,667.0,1,45.9,0,0
4732,28586,2023-08-28,34,F,111939.0,employed,14.3,Moscow,online,car,970000,60,13.7,22420.0,739.0,1,73.5,38,0
4733,54053,2024-06-16,34,F,95167.0,self_employed,10.6,Moscow,online,car,820000,24,16.1,40189.0,560.0,1,84.7,0,0
4734,51489,2023-05-21,34,F,102573.0,employed,15.4,Ural,branch,consumer,330000,48,19.9,10024.0,617.0,3,53.4,0,0
4735,84104,2023-09-22,25,M,91437.0,employed,5.6,Siberia,branch,car,640000,36,15.5,22343.0,572.0,1,64.5,15,0
4736,87346,2023-05-19,29,M,73966.0,self_employed,9.4,Moscow,online,consumer,210000,12,20.9,19544.0,558.0,2,49.0,15,0
4737,68087,2024-04-03,19,F,32594.0,unemployed,0.1,Moscow,online,education,100000,36,16.8,3555.0,599.0,3,54.0,22,0
4738,13625,2023-03-11,59,F,212905.0,employed,40.3,Ural,partner,consumer,530000,12,20.1,49122.0,624.0,0,59.5,17,0
4739,35397,2024-01-20,33,M,100607.0,self_employed,13.8,South,branch,consumer,350000,24,20.1,17831.0,554.0,2,63.7,152,1
4740,59671,2024-09-21,30,M,62286.0,self_employed,11.9,Ural,branch,education,170000,48,17.1,4914.0,524.0,2,56.0,161,1
4741,92785,2023-07-17,46,M,132159.0,employed,13.0,Siberia,partner,consumer,350000,48,21.3,10895.0,546.0,3,75.2,142,1
4742,67897,2023-07-24,29,F,45411.0,employed,7.5,Ural,branch,education,130000,48,15.0,3618.0,689.0,1,36.1,165,1
4743,27149,2024-12-26,49,F,131410.0,employed,29.2,Moscow,online,consumer,360000,6,16.8,62974.0,767.0,4,41.7,18,0
4744,61030,2024-07-21,29,F,61003.0,freelance,9.8,South,online,consumer,190000,6,19.4,33482.0,632.0,1,45.7,8,0
4745,70906,2024-11-17,46,F,72565.0,employed,26.3,Moscow,branch,consumer,190000,36,17.1,6783.0,685.0,0,29.4,19,0
4746,6283,2024-10-01,25,M,34208.0,freelance,0.0,Siberia,online,education,120000,48,17.3,3481.0,554.0,2,52.8,164,1
4747,8610,2024-03-06,35,F,70320.0,self_employed,14.2,South,partner,consumer,250000,48,20.2,7634.0,645.0,0,62.8,13,0
4748,44326,2023-11-21,36,F,100122.0,employed,14.1,SPb,branch,car,850000,36,14.1,29092.0,734.0,4,73.8,0,0
4749,15924,2024-03-17,34,F,87547.0,employed,15.2,Moscow,online,consumer,360000,6,19.2,63404.0,601.0,0,48.0,6,0
4750,77162,2023-10-15,47,F,23654.0,unemployed,0.8,Ural,branch,renovation,180000,12,20.5,16717.0,520.0,2,53.3,173,1
4751,1869,2023-08-14,19,M,44275.0,employed,0.7,Siberia,partner,consumer,170000,48,19.4,5119.0,663.0,0,36.6,0,0
4752,98088,2023-03-05,28,F,80380.0,employed,8.1,South,branch,consumer,170000,36,19.5,6275.0,597.0,1,35.1,0,0
4753,2014,2024-07-13,24,F,55180.0,self_employed,2.2,Ural,branch,renovation,390000,60,17.5,9798.0,630.0,0,56.8,15,0
4754,11103,2024-12-14,32,F,109334.0,employed,9.5,SPb,branch,car,620000,60,13.6,14298.0,661.0,2,57.2,34,0
4755,83522,2024-05-12,29,M,80070.0,employed,7.2,SPb,online,consumer,330000,48,17.5,9608.0,708.0,2,50.1,2,0
4756,97007,2023-03-01,26,F,101530.0,employed,0.7,Siberia,online,consumer,310000,24,18.0,15476.0,685.0,0,35.3,0,0
4757,34458,2024-02-01,31,M,74522.0,employed,12.8,Siberia,online,education,240000,12,15.4,21707.0,653.0,0,48.5,0,0
4758,91605,2023-09-14,45,M,111196.0,employed,21.2,Moscow,online,consumer,390000,36,20.0,14494.0,617.0,2,61.7,33,0
4759,83409,2024-07-30,30,M,80695.0,freelance,8.8,Ural,partner,consumer,250000,24,21.0,12846.0,585.0,2,78.4,19,0
4760,24248,2023-08-27,33,F,20174.0,unemployed,0.4,South,online,consumer,90000,6,22.9,16018.0,490.0,1,60.8,0,0
4761,90160,2023-02-07,33,M,66084.0,employed,11.6,Siberia,online,consumer,180000,24,19.6,9126.0,599.0,0,40.2,25,0
4762,44516,2023-01-25,25,M,142591.0,employed,4.8,Moscow,branch,renovation,620000,60,16.4,15209.0,699.0,2,59.2,0,0
4763,30061,2024-02-14,34,F,86662.0,employed,14.7,Moscow,online,renovation,500000,48,16.8,14376.0,700.0,1,46.0,5,0
4764,25170,2024-04-05,29,F,85778.0,employed,10.1,SPb,partner,consumer,240000,24,18.3,12017.0,692.0,1,36.3,10,0
4765,9024,2024-07-24,39,F,82867.0,employed,19.1,Siberia,partner,renovation,570000,48,16.7,16359.0,743.0,5,83.6,41,0
4766,83214,2024-02-21,52,M,123578.0,employed,33.2,Ural,online,car,990000,24,12.1,46649.0,823.0,1,54.2,33,0
4767,86947,2023-12-23,46,F,51317.0,unemployed,0.4,Moscow,partner,consumer,220000,12,22.9,20686.0,518.0,2,78.2,122,1
4768,44803,2024-01-18,19,M,33505.0,employed,0.0,Siberia,online,consumer,90000,6,20.2,15896.0,523.0,3,38.3,0,0
4769,20296,2023-06-07,29,M,63484.0,employed,8.3,Siberia,partner,car,660000,48,15.4,18502.0,636.0,4,75.5,10,0
4770,92829,2024-07-22,48,M,94726.0,employed,28.6,Moscow,partner,renovation,590000,48,15.7,16630.0,775.0,3,49.2,7,0
4771,93708,2024-03-08,26,F,147441.0,employed,6.2,Moscow,branch,consumer,550000,24,18.1,27485.0,743.0,2,42.9,11,0
4772,87664,2023-02-17,45,M,85392.0,freelance,21.0,Siberia,online,consumer,260000,24,21.3,13399.0,533.0,0,59.1,143,1
4773,19257,2023-11-24,45,M,66764.0,employed,25.8,Ural,branch,renovation,530000,48,16.5,15156.0,717.0,4,48.8,5,0
4774,13855,2024-03-08,25,M,23181.0,unemployed,1.0,Siberia,branch,consumer,60000,24,21.2,3089.0,566.0,5,52.6,4,0
4775,86178,2024-03-06,37,M,69511.0,employed,14.6,Ural,online,consumer,290000,36,18.3,10528.0,685.0,0,35.9,27,0
4776,21025,2023-02-25,23,F,60114.0,self_employed,4.3,SPb,branch,car,450000,24,15.7,21969.0,633.0,3,68.0,19,0
4777,5458,2024-07-30,34,F,20461.0,unemployed,0.2,South,branch,car,350000,60,17.9,8869.0,440.0,3,83.1,135,1
4778,64610,2023-09-25,26,M,90544.0,employed,6.3,Siberia,online,education,310000,24,16.7,15282.0,583.0,1,55.5,6,0
4779,71843,2023-03-10,30,M,110068.0,employed,9.9,SPb,branch,consumer,290000,24,19.6,14703.0,637.0,2,55.2,164,1
4780,84961,2024-12-28,28,M,52901.0,freelance,5.4,South,partner,consumer,170000,24,21.2,8752.0,543.0,4,67.8,22,0
4781,50831,2024-08-23,48,F,81326.0,employed,15.1,South,partner,consumer,290000,24,18.5,14548.0,654.0,1,50.5,2,0
4782,44427,2024-03-24,29,M,81409.0,self_employed,5.7,SPb,partner,consumer,230000,24,20.4,11751.0,586.0,1,64.6,19,0
4783,94809,2023-09-14,30,M,61462.0,employed,11.5,South,partner,education,170000,12,15.9,15416.0,691.0,0,39.1,12,0
4784,39506,2024-11-02,23,M,67228.0,employed,4.2,Moscow,online,education,270000,24,16.2,13246.0,572.0,1,53.6,56,0
4785,6668,2024-05-04,30,M,78125.0,employed,10.4,Moscow,online,consumer,290000,24,19.0,14618.0,655.0,3,55.0,0,0
4786,92470,2024-10-04,32,M,56630.0,unemployed,0.5,Moscow,branch,consumer,160000,24,22.7,8356.0,407.0,0,56.2,0,0
4787,48195,2023-02-18,54,M,110685.0,employed,33.9,SPb,branch,consumer,550000,36,17.7,19801.0,804.0,4,54.4,17,0
4788,74233,2024-10-20,22,M,83274.0,employed,0.0,Ural,online,renovation,500000,24,18.5,25083.0,501.0,2,82.2,219,1
4789,25417,2023-11-12,24,M,51002.0,self_employed,5.9,Siberia,online,car,350000,60,17.7,8831.0,511.0,2,67.2,118,1
4790,82982,2024-02-17,32,F,93812.0,employed,13.1,South,branch,consumer,360000,24,18.6,18077.0,694.0,1,43.6,18,0
4791,11751,2024-03-09,26,M,95017.0,employed,7.3,Moscow,branch,renovation,490000,24,17.6,24368.0,678.0,0,53.8,26,0
4792,47218,2023-01-02,47,M,72084.0,employed,24.9,Ural,branch,education,170000,12,15.2,15360.0,657.0,1,32.1,0,0
4793,8352,2023-05-25,21,F,55687.0,self_employed,1.1,Ural,branch,renovation,540000,36,18.5,19658.0,605.0,1,61.8,3,0
4794,80052,2024-01-01,65,F,112073.0,self_employed,45.0,SPb,partner,consumer,300000,12,18.3,27547.0,729.0,1,45.1,39,0
4795,89835,2024-02-24,49,M,110660.0,employed,26.5,Ural,online,renovation,770000,36,17.9,27799.0,571.0,0,64.0,186,1
4796,98493,2024-07-26,31,F,55652.0,employed,11.7,Ural,branch,education,170000,24,12.5,8042.0,774.0,3,29.4,0,0
4797,29927,2024-07-14,19,M,55533.0,self_employed,0.1,Ural,branch,car,350000,60,13.8,8108.0,661.0,1,44.2,18,0
4798,42094,2024-03-19,42,F,59572.0,freelance,23.4,South,branch,consumer,260000,24,19.5,13169.0,673.0,2,57.5,27,0
4799,55122,2024-03-09,35,F,61197.0,employed,8.2,South,online,consumer,140000,24,19.6,7098.0,597.0,2,41.9,14,0
4800,30493,2024-10-04,31,M,59852.0,employed,4.5,Ural,branch,consumer,210000,12,20.2,19473.0,557.0,1,59.3,36,0
4801,93247,2024-07-08,33,M,114635.0,employed,14.8,Moscow,partner,car,1000000,60,14.1,23320.0,694.0,5,84.5,206,1
4802,74539,2023-02-26,39,M,89935.0,self_employed,20.2,South,partner,education,190000,36,16.5,6727.0,615.0,1,45.3,0,0
4803,32707,2024-07-15,56,F,68645.0,unemployed,0.1,Ural,branch,car,560000,36,16.0,19688.0,606.0,2,68.0,195,1
4804,69814,2023-06-27,29,F,68629.0,employed,7.7,Siberia,online,consumer,210000,36,17.7,7560.0,700.0,0,24.6,22,0
4805,8296,2023-10-20,24,F,83834.0,employed,4.4,Moscow,online,car,940000,48,14.6,25971.0,687.0,0,58.8,0,0
4806,26398,2023-02-15,41,M,75434.0,employed,20.5,South,partner,consumer,290000,12,18.2,26615.0,716.0,0,34.6,6,0
4807,36842,2023-06-19,28,M,76645.0,employed,6.4,Ural,partner,consumer,280000,36,21.3,10592.0,499.0,1,62.7,25,0
4808,14261,2023-09-28,20,F,51950.0,employed,0.0,Ural,online,renovation,320000,36,17.6,11505.0,619.0,2,48.6,0,0
4809,77709,2024-02-21,40,M,32603.0,unemployed,2.0,Moscow,online,consumer,110000,24,21.0,5652.0,606.0,0,46.5,28,0
4810,96985,2023-05-19,40,M,51734.0,employed,21.6,Siberia,branch,consumer,90000,24,19.3,4550.0,636.0,1,33.0,10,0
4811,57704,2023-09-04,34,M,73809.0,freelance,12.2,Moscow,partner,car,650000,60,16.9,16119.0,571.0,0,63.4,188,1
4812,68173,2023-05-28,33,F,113362.0,employed,14.8,Moscow,online,car,860000,48,15.4,24109.0,627.0,0,73.8,23,0
4813,32781,2023-08-18,43,F,72432.0,freelance,22.9,SPb,online,renovation,340000,36,18.7,12412.0,615.0,0,54.7,150,1
4814,14652,2024-09-28,35,F,99467.0,employed,14.8,Moscow,online,consumer,490000,48,18.9,14625.0,656.0,1,52.2,0,0
4815,6103,2024-12-04,50,M,117667.0,employed,27.5,Moscow,branch,consumer,340000,60,16.8,8413.0,794.0,0,46.4,26,0
4816,26500,2024-01-09,41,F,21446.0,unemployed,1.2,Siberia,partner,car,350000,24,18.5,17558.0,510.0,1,75.7,214,1
4817,36529,2023-03-21,30,F,62390.0,employed,5.8,Siberia,partner,consumer,260000,36,19.2,9557.0,623.0,1,39.9,8,0
4818,19452,2024-08-28,35,M,76189.0,self_employed,13.7,Moscow,branch,consumer,230000,24,18.4,11527.0,648.0,0,41.4,29,0
4819,50393,2023-03-06,51,M,40013.0,freelance,32.9,Siberia,online,consumer,100000,36,20.2,3727.0,599.0,1,49.1,0,0
4820,32174,2023-03-29,28,M,113615.0,employed,9.5,SPb,branch,consumer,400000,24,18.7,20105.0,655.0,0,52.1,9,0
4821,65450,2023-03-29,59,F,65376.0,self_employed,40.9,South,branch,car,530000,60,14.7,12525.0,722.0,2,72.0,11,0
4822,36436,2024-12-13,27,M,46300.0,freelance,4.6,Moscow,branch,car,420000,48,16.0,11903.0,576.0,1,64.6,18,0
4823,48406,2024-12-26,42,M,29589.0,unemployed,0.9,Moscow,partner,car,350000,60,17.8,8850.0,455.0,1,80.8,196,1
4824,64059,2023-07-23,24,M,58355.0,self_employed,5.9,Siberia,online,renovation,290000,12,17.6,26532.0,674.0,0,40.3,11,0
4825,16954,2024-01-17,37,F,91347.0,employed,18.6,SPb,online,car,560000,60,15.1,13352.0,665.0,0,52.0,0,0
4826,83722,2024-08-23,24,M,71884.0,self_employed,3.5,SPb,partner,consumer,200000,6,19.0,35205.0,661.0,1,61.4,3,0
4827,13356,2024-04-20,27,M,63592.0,self_employed,6.9,Ural,partner,consumer,150000,36,21.0,5651.0,555.0,2,48.3,157,1
4828,99499,2024-07-26,20,M,46336.0,self_employed,1.2,Siberia,branch,car,350000,24,14.6,16904.0,623.0,1,44.3,0,0
4829,3187,2024-08-28,46,M,121208.0,freelance,19.4,Moscow,branch,consumer,530000,36,18.7,19347.0,705.0,2,51.5,3,0
4830,78243,2024-06-22,20,M,51688.0,employed,0.0,Ural,branch,consumer,240000,24,18.9,12086.0,621.0,2,37.2,17,0
4831,36098,2023-08-02,61,M,167909.0,employed,41.9,SPb,branch,renovation,950000,24,17.1,47016.0,702.0,2,68.2,27,0
4832,93471,2023-03-15,26,F,49761.0,self_employed,6.1,SPb,partner,consumer,190000,60,19.7,5002.0,613.0,3,54.4,10,0
4833,22225,2023-03-02,47,F,29682.0,unemployed,0.1,SPb,partner,car,380000,36,18.1,13757.0,531.0,1,77.0,179,1
4834,4606,2024-11-28,59,F,111982.0,employed,13.0,South,branch,consumer,290000,36,18.4,10542.0,625.0,0,44.5,15,0
4835,58620,2024-06-26,25,M,40391.0,unemployed,0.4,Moscow,online,consumer,100000,24,19.9,5085.0,601.0,0,55.9,17,0
4836,33828,2023-08-07,54,F,41818.0,unemployed,0.2,SPb,branch,education,150000,36,16.3,5296.0,675.0,0,32.3,8,0
4837,27489,2023-01-12,26,M,44235.0,unemployed,0.1,SPb,branch,education,180000,12,20.4,16709.0,432.0,0,80.5,244,1
4838,15387,2024-02-19,35,M,31228.0,unemployed,0.3,Siberia,branch,education,100000,24,18.8,5031.0,449.0,1,54.3,204,1
4839,70463,2023-02-01,35,F,66496.0,freelance,14.6,Ural,partner,car,580000,48,15.4,16260.0,684.0,2,71.7,6,0
4840,72832,2023-06-09,42,F,73857.0,freelance,18.7,Ural,online,consumer,240000,36,19.6,8870.0,697.0,2,50.9,20,0
4841,96980,2023-08-25,29,F,67411.0,self_employed,10.8,SPb,partner,consumer,220000,36,19.9,8165.0,617.0,0,44.6,17,0
4842,3591,2023-06-30,23,F,89109.0,employed,0.0,Siberia,partner,consumer,330000,24,19.7,16747.0,594.0,2,45.7,10,0
4843,49516,2024-07-11,33,F,75540.0,employed,9.9,SPb,online,consumer,340000,24,18.0,16974.0,651.0,3,60.7,0,0
4844,92683,2023-12-07,44,F,131045.0,employed,20.9,Moscow,partner,consumer,420000,60,18.0,10665.0,736.0,2,52.3,22,0
4845,63061,2024-04-02,44,F,115259.0,employed,25.5,Siberia,branch,car,710000,60,14.3,16631.0,676.0,0,70.3,38,0
4846,67736,2023-03-21,54,F,108005.0,employed,35.1,Siberia,partner,consumer,360000,12,18.6,33108.0,746.0,2,43.7,20,0
4847,82257,2024-10-08,27,M,23905.0,unemployed,0.1,Ural,branch,education,80000,24,17.5,3975.0,532.0,1,46.7,34,0
4848,62753,2024-04-17,34,M,69724.0,self_employed,7.0,Ural,partner,car,450000,36,15.7,15754.0,615.0,1,75.0,10,0
4849,85774,2024-11-01,39,F,101868.0,employed,20.2,Moscow,partner,consumer,340000,36,16.7,12071.0,747.0,1,40.0,2,0
4850,12087,2024-12-15,30,M,45644.0,freelance,10.3,South,partner,consumer,140000,48,19.3,4208.0,604.0,0,46.4,0,0
4851,31816,2023-04-22,34,M,130671.0,employed,15.5,Moscow,partner,consumer,360000,36,18.1,13033.0,693.0,1,41.9,0,0
4852,24408,2023-10-19,38,M,110421.0,employed,19.1,SPb,online,renovation,680000,48,18.7,20225.0,610.0,1,66.6,7,0
4853,1136,2024-09-22,20,M,56057.0,freelance,1.4,South,partner,consumer,200000,24,20.6,10238.0,528.0,1,54.0,0,0
4854,18413,2024-01-18,21,F,51803.0,employed,2.7,Ural,branch,consumer,190000,24,19.6,9633.0,610.0,0,55.5,1,0
4855,60500,2023-01-17,37,F,145198.0,self_employed,16.4,SPb,online,renovation,950000,24,18.0,47428.0,667.0,1,83.8,19,0
4856,85514,2024-05-07,35,M,61017.0,employed,16.2,Siberia,partner,consumer,160000,36,18.1,5792.0,701.0,3,42.6,20,0
4857,57358,2023-11-27,57,F,94925.0,employed,24.4,South,online,consumer,320000,36,19.5,11811.0,671.0,3,57.2,28,0
4858,67197,2024-04-30,35,F,82319.0,freelance,14.8,Moscow,branch,consumer,430000,24,22.6,22435.0,472.0,1,80.9,166,1
4859,93789,2024-02-10,53,M,101577.0,employed,33.7,Moscow,partner,renovation,440000,24,17.7,21903.0,647.0,0,52.0,1,0
4860,93420,2023-04-27,21,F,35136.0,unemployed,0.1,SPb,branch,consumer,120000,24,22.7,6267.0,452.0,2,61.4,165,1
4861,33854,2024-07-08,23,M,80549.0,employed,2.1,Moscow,online,renovation,510000,48,20.0,15519.0,489.0,2,83.2,128,1
4862,77240,2023-04-25,33,M,81790.0,employed,14.6,Ural,online,consumer,200000,24,19.5,10130.0,633.0,3,60.5,0,0
4863,91063,2024-07-02,58,M,53990.0,unemployed,0.3,SPb,partner,consumer,170000,48,20.4,5209.0,579.0,3,59.7,38,0
4864,17322,2024-09-16,65,F,46683.0,unemployed,0.5,SPb,partner,consumer,180000,24,21.4,9285.0,513.0,2,50.0,13,0
